,productnaam,prijs
2147,"startech.com 3-bay aluminium trayless hot-swappable mobile rack backplane voor 3,5 inch sas ii/sata",110
2148,"startech.com extern docking station 2,5 of 3,5 inch sata iii 6 gbps",78
2149,"startech.com usb 3.1 gen 2 (10 gbps) behuizing voor 3,5 inch sata-schijven",67
2150,verbatim externe hdd 1.5tb usb 3.0 combo + 16gb usb stick,76
2151,delock 18267 universeel hdd mounting bracket computerbehuizing onderdelen,20
2152,"logilink ad0017 hdd-/ssd-behuizing 2.5"" zwart, metallic storage drive enclosure",13
2153,logilink ua0132 blauw case voor opslagstations,5
2154,"qsan technology xcubenas xn7008r nas rack (2u) ethernet lan zwart, metallic i3-3220 nas",3210
2155,asustor as3204t v2 nas ethernet lan zwart nas,459
2156,qoltec 50315 basisstation voor opslagstations usb 3.2 gen 1 (3.1 gen 1) type-a zilver,29
2157,synology rackstation rs2421rp+ data-opslag-server nas rack (2u) ethernet lan zwart v1500b nas,2610
2158,"dell 6c10r interne harde schijf 3.5"" 2000 gb sata",432
2159,qnap hs-453dx nas,919
2160,"seagate barracuda 1tb 2.5"" 2.5"" 1000 gb sata iii",69
2161,"fujitsu py-bh2t7b9 interne harde schijf 3.5"" 2000 gb sata iii",449
2162,synology diskstation ds218play red 6tb 2x 3tb ethernet lan compact zwart nas,499
2163,"seagate enterprise st14000nm000j interne harde schijf 3.5"" 14000 gb sata iii",289
2164,"wd hdd 3.5"" 20tb s-ata3 wd201kryz gold",549
2165,"gembird ee2-u31s-2 behuizing voor opslagstations 2.5"" hdd-/ssd-behuizing zwart",34
2166,raidsonic icy box ib-382h-c31 usb-c gehäuse mit int. hub,62
2167,"deltaco map-gd33u3 behuizing voor opslagstations 3.5"" hdd-behuizing zwart",31
2168,digitus da-71545 notebook dock & poortreplicator bedraad usb 3.2 gen 2 (3.1 gen 2) type-c zwart,117
2169,"adj ah612 hdd-behuizing zwart 2.5""",18
2170,asustor lockerstor 4rd nas rack (1u) ethernet lan grijs c3538 nas,1250
2171,"digitus da-71105-1 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",17
2172,akasa ak-enu3m2-06 behuizing voor opslagstations sdd-behuizing zwart m.2,68
2173,qnap ts-i410x nas tower ethernet lan zwart nas,1530
2174,"lc-power lc-25u3-c behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",17
2175,sandisk pro-blade transport sdd-behuizing zwart,106
2176,fantec nvme31 zwart ssd-behuizing usb 3.1,37
2177,startech.com m.2 ssd behuizing voor m.2 sata schijven usb 3.1 (10gbps) usb-c,60
2178,hewlett packard enterprise 874566-b21 computerbehuizing onderdelen hdd-behuizing,151
2179,"toshiba mg06aca800e interne harde schijf 3.5"" 8000 gb sata",229
2180,"western digital dc hc320 3.5"" 8000 gb sata iii",269
2181,"synology 2.5"" disk tray (d1) drive bay panel 2.5"" opslagschijflade zwart",11
2182,"qnap ts-251d j4005 ethernet lan tower blauw, wit nas nas",619
2183,"qnap ts-251d j4005 ethernet lan tower blauw, wit nas nas",649
2184,conceptronic dante01g behuizing voor opslagstations sdd-behuizing grijs m.2,46
2185,"qnap ts-832px nas tower ethernet lan aluminium, zwart al324 nas",1200
2186,"startech.com 3,5 inch silicone harde schijf beschermhoes met connectorkap",8
2187,"icy dock tougharmor 2x2,5"" sata raid behuizing mobile rack voor externe 3,5"" met slot",209
2188,gembird nicht kategorisiert universeel,4
2189,"icy dock ez-fit trio triple 2,5"" voor 3,5"" drive",12
2190,"assmann electronic da-70148-4 hdd-/ssd-behuizing 2.5/3.5"" zwart opslagbehuizing",33
2191,"lc-power lc-25u3-becrux-c1 hdd enclosure 2.5"" zwart opslagbehuizing",17
2192,transcend 220 240gb ssd,43
2193,"icy box-ac628 flightcase 10 3,5"" schijven",53
2194,sandberg usb 3.0 to sata link,17
2195,"startech.com usb 2.0 naar sata/ide comboadapter voor 2,5/3,5 inch ssd/hdd",40
2196,dell 600gb sas 600gb serial attached scsi (sas) - [400-ajpe],289
2197,verbatim vx500 480gb zilver externe ssd,68
2198,apricorn aegis padlock usb 3.0 500gb 500gb zwart externe harde schijf,197
2199,"silicon power armor a62 5000gb zwart, rood externe harde schijf",170
2200,adata hdd ext hv300 2tb black 2000gb zwart externe harde schijf,79
2201,wd green 480gb ssd,65
2202,transcend storejet 25c3s 2tb 2.5 usb 3.1 gen 1,95
2203,transcend ts256gmte220s internal solid state drive 256 gb pci express 3.0 nvme m.2 ssd,44
2204,xpg agammixs5-512gt-c internal solid state drive 512 gb pci express 3.0 tlc nvme m.2 ssd,70
2205,"kingston technology dc500 internal solid state drive 2.5"" 960 gb sata iii 3d tlc [sedc500r/960g] ssd",180
2206,digittrade rs256 2tb externe harde schijf 2048 gb zilver,259
2207,wd 1920gb gold ssd,559
2208,"samsung pm1643a 2.5"" 7680 gb sas ssd",1150
2209,lexar nm610 1000 gb pci express 3.0 3d tlc nvme m.2 ssd,99
2210,"fujitsu s26361-f5588-l919 internal solid state drive 2.5"" 1920 gb sata iii ssd",1400
2211,western digital elements se externe harde schijf 5000 gb zwart,183
2212,toshiba canvio advance externe harde schijf 4000 gb rood,118
2213,pny xlr8 cs3040 2000 gb pci express 4.0 3d nand nvme m.2 ssd,429
2214,"fujitsu s26361-f5677-l240 internal solid state drive 2.5"" 240 gb sata iii ssd",519
2215,mushkin pilot 2000 gb pci express 3.0 3d tlc nvme m.2 ssd,269
2216,sandisk g-raid shuttle 8 disk array 48 tb desktop zwart,4710
2217,silicon power 1tb armor a80,70
2218,gembird ee2-u3s-2-s opslagbehuizing,18
2219,silicon power slim s55 480gb 480gb ssd,43
2220,lenovo 0a65619 externe harde schijf,219
2221,"delock 47209 mobile rack 1x2,5""+ 1x 3,5"" sata hdd + 2 usb 3.0 ports",81
2222,adj 120-00015 computerbehuizing onderdelen,9
2223,icy box ib-141cl-u3,153
2224,raidsonic ib-564sas-12g disk array zwart,150
2225,"intel sc2kg038tz01 internal solid state drive 2.5"" 3840 gb sata iii ssd",839
2226,"intel sc2kg960gz01 internal solid state drive 2.5"" 960 gb sata iii ssd",259
2227,"delock 18210 installatie frame 3,5"" > 2x 2,5"" hdd",7
2228,"delock 47189 3.5"" mobile rack voor 2x 2.5"" hdd",66
2229,patriot memory p400 1000 gb pci express 4.0 nvme m.2 ssd,132
2230,fantec 2.5 hdd beschermhoes 1863,5
2231,icy box ib-129ssk-b 3.5 draagb. rek 2.5 /3.5 hdds,41
2232,"icy box ib-158sk-b 3.5 draagbaar rek 3,5"" sata trayless",30
2233,patriot memory p310 480 gb pci express 3.0 nvme m.2 ssd,51
2234,mediarange mr997 externe harde schijf 2000 gb zilver,99
2235,transcend mte710t 512 gb pci express 4.0 3d nand nvme m.2 ssd,103
2236,"silicon power a66 externe harde schijf 2000 gb zwart, geel",84
2237,"silicon power a66 externe harde schijf 4000 gb zwart, blauw",136
2238,intel d7 p5520 u.2 1920 gb pci express 4.0 tlc 3d nand nvme ssd,339
2239,transcend esd260c 500 gb zilver externe ssd,62
2240,aixcase aix-bsub3a1-s opslagbehuizing,32
2241,inter-tech wr-4000,22
2242,delock 42487 external enclosure micro 1.8 sata hdd / ssd > usb 3.0,32
2243,adata se720 128gb ssd,98
2244,silverstone sdp08 - [sst-sdp08-lite],9
2245,synology rx1217rp infiniband rack (2u) zwart disk array,2110
2246,"startech.com 3,5 inch usb 3.0 externe sata iii ssd harde-schijfbehuizing uasp",53
2247,startech.com sms1bmu313 opslagbehuizing,46
2248,"startech.com usb 3.1 gen 2 (10 gbps) behuizing voor 2,5 inch sata-schijven",43
2249,"raidsonic ib-174ssk-u behuizing voor opslagstations hdd-behuizing zwart 2.5/3.5""",71
2250,"hewlett packard enterprise 1.2tb 2.5"" 12g sas 2.5"" 1200 gb",289
2251,"startech.com 25satsas35hd 3.5"" carrier panel zwart, zilver drive bay panel",37
2252,"delock 89925 interfacekaart/-adapter intern m.2, pcie, usb 2.0, usb 3.2 gen 1 (3.1 gen 1)",47
2253,"qsan technology xcubenas xn7012r nas rack (2u) ethernet lan zwart, metallic i3-3220 nas",3950
2254,icy dock mb031u-1smb interfacekaart/-adapter m.2,44
2255,equip 133471 usb3.0 to sata adapter,15
2256,"i-tec c31mysafeu313 hdd-/ssd-behuizing 2.5"" zwart behuizing voor opslagstations",15
2257,western digital ultrastar 7k6 4tb sas ultra 4000gb interne harde schijf,179
2258,delock 42001 behuizing voor opslagstations sdd-behuizing zilver m.2,88
2259,"seagate enterprise st8000nm017b interne harde schijf 3.5"" 8000 gb sata iii",229
2260,"seagate st10000nm018g interne harde schijf 3.5"" 10000 gb",309
2261,gembird mr-pcisata2.5-01 computerbehuizing onderdelen universeel mounting frame,7
2262,"qnap card qm2 interfacekaart/-adapter intern pcie, rj-45",719
2263,digitus da-71546 notebook dock & poortreplicator bedraad usb 3.2 gen 2 (3.1 gen 2) type-c zilver,105
2264,"deltaco external housing for 1x2.5 inch sata 6gb/s, hdd/ssd, usb 3.0, plastic, easy fix - black",17
2265,"silverstone sst-rm43-320-rs behuizing voor opslagstations hdd-behuizing grijs 2.5/3.5""",839
2266,qnap ts-464u nas rack (1u) ethernet lan zwart nas,1330
2267,qnap ts-464eu nas rack (1u) ethernet lan zwart n5095 nas,1080
2268,"icy dock mb971spo-b trayless 3,5"" sata mobile rack+ ultra slim odd voor externe 5,25""",36
2269,deltaco usb3-sata6g3 kabeladapter/verloopstukje usb type a sata zwart,26
2270,"qnap ts-h977xu-rp 3700x ethernet lan rack (1u) zwart, grijs nas nas",4130
2271,"fantec bp-t2131 2.5/3.5"" hdd-/ssd-behuizing zwart",106
2272,qnap ts-h686 d-1602 ethernet lan tower zwart nas nas,1960
2273,qnap 12-bay nas quad-core 1.7 ghz rackmount,1950
2274,"seagate exos x18 3.5"" 18000 gb sas",389
2275,icy dock mb601tp-1b behuizing voor opslagstations,108
2276,"owc mercury on-the-go transparant 2.5""",76
2277,icy dock mb902spr-b computerbehuizing onderdelen universeel hdd-behuizing,194
2278,lindy 43311 tussenstuk voor kabels usb-a 3.0 sata 3.0 zwart,45
2279,"unitek y-3035 behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5/3.5""",29
2280,delock 63331 behuizing voor opslagstations sdd-behuizing wit m.2,194
2281,lacie 2big raid usb-c 36tb,1820
2282,silverstone ms12 sdd-behuizing zwart m.2,70
2283,"fantec alu15mmu31 hdd-/ssd-behuizing wit 2.5""",24
2284,"qnap ts-h3088xu-rp nas rack (2u) ethernet lan zwart, grijs w-1250",6760
2285,"icy dock mb741sp-b behuizing voor opslagstations hdd-/ssd-behuizing zwart 2.5""",40
2286,logilink ua0135 hdd/ssd-behuizing,6
2287,"startech.com 1:1 standalone hardeschijf-duplicator en -wisser voor 2.5"" / 3.5"" sata en sas schijven",1510
2288,dell 400-amui 2000gb sata interne harde schijf,269
2289,dell 5r6cx 600gb sas interne harde schijf,355
2290,phanteks ph-hddkt_01 universeel hdd-behuizing computerbehuizing onderdelen,9
2291,"icy dock mb601vk-b 2,5""u.2 nvme mobile rack voor externe 3,5""",142
2292,toshiba mg04aca200a 2000gb sata iii interne harde schijf,131
2293,akasa ak-mx010v2 montagekit,12
2294,"deltaco map-gd28u3 hdd enclosure 2.5"" zwart opslagbehuizing",22
2295,"icy dock mb492skl-b 3,5"" sata mobile rack voor 2x 2,5""",97
2296,lc-power lc-ada-35-225 drive bay panel,5
2297,seagate enterprise st2000nx0403 2000gb interne harde schijf,359
2298,"silicon power 4tb armor a85s 4000gb zwart, zilver",136
2299,delock 61882 kabeladapter usb/sata,37
2300,logilink usb 3.0 > sata iii,31
2301,"seagate hdd 2.5"" 3tb st3000lm024",158
2302,"startech.com 2.5"" ssd/hdd montagebeugel voor 3.5"" drive bay gereedschapsloze installatie",9
2303,synology disk tray (type r4),25
2304,"jou jye computer jj-1044m-ss hdd-/ssd-behuizing 2.5"" zwart opslagbehuizing",74
2305,hgst ultrastar he12 12000gb sata interne harde schijf - [0f30141],379
2306,"delock 21287 3.5"" carrier panel zwart drive bay panel",10
2307,"delock 21290 3.5"" carrier panel rood drive bay panel",8
2308,western digital my book duo 20000gb desktop zwart disk array,719
2309,western digital elements se 500gb zwart externe harde schijf,70
2310,verbatim vx500 240gb zilver externe ssd,59
2311,"silicon power armor a62 4000gb zwart, rood externe harde schijf",132
2312,"samsung sm883 480 gb sata iii 2.5"" ssd",239
2313,iosafe solo g3 3tb externe harde schijf 3000 gb zwart,529
2314,asus fx gaming ehd-a1t 1tb zwart,92
2315,adata sd600q 240 gb blauw externe ssd,67
2316,digittrade rs256 externe harde schijf 1000 gb zilver,229
2317,icy box-2242sas-12g disk array zwart,143
2318,verbatim store n go 512gb portable usb 3.2 externe ssd,75
2319,"fujitsu s26361-f5588-l996 internal solid state drive 2.5"" 960 gb sata iii ssd",759
2320,"goodram irdm pro gen.2 2.5"" 256 gb sata iii 3d tlc nand ssd",59
2321,verbatim store n go 2.5 alu 1tb usb 3.2 gen 1 silver,68
2322,"innovation it 2.5"" 2tb innovationit black retail 2.5"" 2000 gb sata iii 3d tlc nand ssd",131
2323,toshiba canvio advance externe harde schijf 2000 gb wit,73
2324,pny xlr8 cs3040 500 gb pci express 4.0 3d nand nvme m.2 ssd,116
2325,"fujitsu s26361-f5776-l240 internal solid state drive 2.5"" 240 gb sata iii ssd",409
2326,"fujitsu s26361-f5783-l192 internal solid state drive 2.5"" 1920 gb sata iii ssd",1190
2327,icy box ib-2222ssk,139
2328,"icy box ib-2536sts 3,5"" to 2,5"" converter with backplane",21
2329,"icy dock mb982ip-1s-1 2,5"" to 3,5"" sata converter",60
2330,fantec snt-ba2131-1,120
2331,transcend storejet 25a3k,66
2332,kingston technology dc1500m u.2 enterprise 1920 gb pci express 3.0 3d tlc nvme ssd,409
2333,kingston technology dc1500m u.2 enterprise 3840 gb pci express 3.0 3d tlc nvme ssd,719
2334,kingston technology dc1500m u.2 enterprise 7680 gb pci express 3.0 3d tlc nvme ssd,1370
2335,"icy box ib-2212ssk mobile rack 1x 2,5"" sata",40
2336,"icy box ib-2217sts mobile rack 2,5 sata",38
2337,"icy box ib-564ssk backplane 4x 3,5"" sata",146
2338,"intel sc2kb038tz01 internal solid state drive 2.5"" 3840 gb sata iii ssd",599
2339,"intel sc2kb960gz01 internal solid state drive 2.5"" 960 gb sata iii ssd",219
2340,silicon power armor-a60-hdd-usb 3.2 gen1-1tb externe harde schijf 1000 gb,67
2341,fantec mr-35 sata-a 1860,30
2342,toshiba canvio advance externe harde schijf 1000 gb groen,67
2343,innovation it m.2 128gb innovationit performance nvme pcie 3.0 x 4 bulk pci express 3d tlc ssd,19
2344,patriot memory p310p960gm28 internal solid state drive m.2 960 gb pci express 4.0 nvme ssd,75
2345,lacie 2big dock disk array 16 tb desktop zwart,1240
2346,"silicon power a66 externe harde schijf 2000 gb zwart, blauw",84
2347,"silicon power a66 externe harde schijf 4000 gb zwart, geel",136
2348,akasa ak-hda-03 opslagbehuizing,7
2349,transcend esd260c 250 gb zilver externe ssd,47
2350,seagate one touch hub externe harde schijf 18000 gb zwart,379
2351,"icy dock mb123sk-1b 3,5"" sata hotswap mobile rack voor externe 5,25""",112
2352,synology adapter 24w set,27
2353,adata 2tb hd720 - [ahd720-2tu3-cbk],93
2354,hewlett packard enterprise msa 1.8tb 12g sas 10k sff (2.5in) 512e enterprise 3yr,489
2355,silverstone sdp08 - [g56sdp080300020],14
2356,seagate 1200 800gb mlc 12gb/s sas sed ssd,519
2357,akasa lokstor m23,28
2358,team group l7 evo 120gb ssd,62
2359,"startech.com 2,5 inch sata verwisselbare harde schijf bay voor pc uitbreidingsslot",35
2360,"startech.com 2,5 inch usb 3.0 sata-harde-schijfbehuizing met uasp voor compacte 7 mm sata iii ssd/hd",32
2361,"startech.com 4-bay mobile rack backplane voor 2,5 inch sata-/sas-schijven",107
2362,"startech.com zwarte aluminum 5,25 inch robuuste sata harde schijf mobile rack lade",53
2363,seagate enterprise st3000nm0005 3000gb sata iii interne harde schijf,219
2364,verbatim store n go 2.5 4tb usb 3.0 zwart gen 2,130
2365,"icydock tougharmor mb411spo-2b 2,5"" sata hot swap behuizing voor ultra slim odd",69
2366,delock 18282 montagekit,8
2367,"lenovo 2 tb, 2.5"", sata 2000gb sata iii interne harde schijf",1360
2368,fantec qb-bracket 25 inbouwlijst voor 2.5 ssds/hdds,9
2369,western digital ultrastar 7k6 6tb 7200rpm 6000gb interne harde schijf,229
2370,"western digital wd harddisk ultrastar dc hc310 sata 512n 4 tb 3.5"""""" 4000gb interne harde schijf",181
2371,icy dock mb322tp-b computerbehuizing onderdelen,17
2372,"toshiba hdwg460ezsta interne harde schijf 2.5"" 6tb nl-sata",209
2373,raidsonic icy box ib-dk2108m-c,79
2374,"seagate enterprise st2000nm000b interne harde schijf 3.5"" 2000 gb sata iii",140
2375,"seagate barracuda 2tb 2.5"" 2.5"" 2000 gb sata iii",112
2376,"seagate barracuda st1000dma10 interne harde schijf 3.5"" 1000 gb sata iii",65
2377,"seagate barracuda st8000dma04 interne harde schijf 3.5"" 8000 gb sata iii",294
2378,"seagate ironwolf st4000vna08 interne harde schijf 3.5"" 4000 gb sata iii",172
2379,"icy dock expresstray mobile rack 2,5""",18
2380,synology diskstation ds218play red 2tb 2x 1tb ethernet lan compact zwart nas,409
2381,"hgst ultrastar dc hc530 3.5"" 14000 gb sas hdd",439
2382,iosafe 218 ethernet lan mini toren zwart nas - [218-diskless-eu] nas,1020
2383,fantec mr-35as zilver 3.5 sas/sata hdd hotplug,18
2384,"deltaco map-gd34u3 behuizing voor opslagstations 3.5"" hdd-behuizing zwart",54
2385,"hewlett packard enterprise p40432-b21 interne harde schijf 2.5"" 900 gb sas",439
2386,"seagate desktop hdd surveillance hdd 4tb 3.5"" 4000 gb sata iii",190
2387,"adj aht03 ride hdd-behuizing zwart 3.5""",59
2388,"conceptronic hde02b behuizing voor opslagstations 2.5"" hdd-behuizing zwart",21
2389,synology diskstation ds218 ethernet lan desktop zwart nas nas,439
2390,hgst ultrastar he10 interne harde schijf hdd 8000 gb sata iii,419
2391,digitus da-70434 computerbehuizing onderdelen universeel mounting frame,13
2392,qnap ts-464u-rp nas rack (1u) ethernet lan zwart nas,1780
2393,"icy dock mb344spo 4x 2,5""/ultra slim odd toolless voor 5,25""",46
2394,"icy dock mb742sp-b 2x2,5"" sata mobile rack voor externe 3,5""",52
2395,"icy dock mb998sk-b 8x2,5"" sata behuizing backplane voor 5,25 extern",359
2396,"toshiba mg08 16tb 3.5"" 16000 gb sas",469
2397,"icy box 173ssk behuizing voor opslagstations 2.5/3.5"" hdd-/ssd-behuizing zwart",68
2398,fantec mr-25dual hdd-/ssd-behuizing zwart,38
2399,mediarange box996 case voor opslagstations wit,14
2400,"seagate enterprise exos x16 3.5"" 12000 gb sas",439
2401,"qnap ts-h1283xu-rp e-2236 ethernet lan rack (2u) zwart, grijs nas",7870
2402,"fujitsu s26361-f5543-l124 interne harde schijf 2.5"" 2400 gb sas",1590
2403,"deltaco map-gd49c behuizing voor opslagstations 2.5"" hdd-behuizing zwart",43
2404,"dell d3yv6 interne harde schijf 3.5"" 1000 gb sata",379
2405,logilink ua0346 behuizing voor opslagstations m.2 sdd-behuizing zwart,46
2406,"fujitsu s26361-f5531-l956 interne harde schijf 2.5"" 600 gb sas",599
2407,"icy dock mb453tray-2b 2,5""/3,5"" tray for mb15x",29
2408,qnap 4-bay nas quad-core 1.7 ghz rackmount,1260
2409,"qnap ts-432pxu-2g, 4 bay nas (no disk), 2gb, al-324, usb, 2.5gbe, 10gbe sfp+(2), 1u, 3yr",839
2410,synology diskstation ds220+ j4025,1210
2411,"toshiba s300 surveillance 3.5"" 4000 gb sata iii",127
2412,"hewlett packard enterprise r0q67a interne harde schijf 2.5"" 2400 gb sas",2780
2413,"jou jye computer n-49ss 2.5"" hdd-/ssd-behuizing zwart",78
2414,qnap gm-1001 data-opslag-server ethernet lan rack (3u) zwart nas,6470
2415,"western digital purple surveillance 3.5"" 6000 gb sata",197
2416,synology rackstation rs3621xs+ data-opslag-server opslagserver rack (2u) ethernet lan zwart d-1541 nas,4910
2417,akasa ak-au3-06bk tussenstuk voor kabels usb 3.1 c sata zwart,14
2418,akasa ak-au3-07bk tussenstuk voor kabels usb 3.1 a sata zwart,15
2419,icy dock mb742tp-b computerbehuizing onderdelen universeel hdd-behuizing,17
2420,lindy 43318 behuizing voor opslagstations sdd-behuizing zilver m.2,90
2421,"startech.com 2,5 inch silicone laptop harde schijf beschermhoes met connectorkap",5
2422,"startech.com standalone 2,5/3,5 inch sata harde-schijfduplicator en -wisser met hoge duplicatiesnelh",459
2423,dell t871k 300gb sas interne harde schijf,205
2424,"kolink hdsu2u3 2.5"" zwart opslagbehuizing",15
2425,"hewlett packard enterprise 4tb 3.5"" sata iii 4000gb sata iii interne harde schijf - [872491-b21]",289
2426,"icy dock flexidock mb521sp-b 2,5"" sata voor externe 3,5""",54
2427,owc mount pro,19
2428,"icy box ib-256wp externe 2,5"" behuizing usb zwart",21
2429,"icy box ib-ac653 3,5"" naar 2,5"" bracket",7
2430,seagate enterprise performance 10k.9 2400gb sas interne harde schijf - [st2400mm0129],289
2431,dell 400-atil 600gb sas interne harde schijf,239
2432,dell 400-atin 600gb sas interne harde schijf,299
2433,seagate constellation constellation.2 2tb - [st2000nx0263],419
2434,lc-power lc-25bub3 opslagbehuizing,14
2435,supermicro mcp-220-00080-08,20
2436,inline 39950b montagekit,5
2437,manhattan 130424 kabeladapter/verloopstukje,17
2438,adata hd700 3.0 (3.1 gen 1) 2000gb zwart,136
2439,verbatim storen go 2.5in 500gb 500gb,67
2440,hgst ultrastar he12 12000gb sata interne harde schijf - [0f30143],379
2441,fujitsu s26361-f3682-l100 sata iii internal solid state drive ssd,979
2442,hewlett packard enterprise msa 900gb 12g sas 15k sff (2.5in) enterprise 3yr warranty 900gb sas inter,539
2443,"adata hd710 pro 1000gb zwart, blauw externe harde schijf",95
2444,seagate game drive stgd2000200 externe harde schijf 2000 gb zwart,94
2445,"synology rxd1219sas disk array zwart, grijs",3510
2446,"team group cx1 2.5"" 240 gb sata iii 3d nand ssd",35
2447,"adata se760 2000 gb grijs, titanium externe ssd",268
2448,"fujitsu s26361-f5776-l192 internal solid state drive 2.5"" 1920 gb sata iii ssd",1470
2449,"fujitsu s26361-f5776-l960 internal solid state drive 2.5"" 960 gb sata iii ssd",889
2450,sandisk g-raid shuttle 4 disk array 48 tb desktop zwart,4560
2451,silicon power armor a30 - [sp020tbphda30s3k],86
2452,silicon power armor a80 - [sp020tbphda80s3b],87
2453,delock 61858 notebook dock & poortreplicator,43
2454,hewlett packard enterprise 507127-b21 interne harde schijf,178
2455,hewlett packard enterprise 801882-b21 interne harde schijf,150
2456,western digital 4tb desktop performance,279
2457,hewlett packard enterprise msa 4tb 12g sas 7.2k lff (3.5in) midline 1yr warranty hard drive,399
2458,lc-power lc-25u3-outdoor opslagbehuizing,26
2459,verbatim store'n'go 1tb blue,68
2460,gembird mf-95-01 drive bay panel,10
2461,adj 120-00003 computerbehuizing onderdelen,8
2462,delock 62669 drive bay panel,20
2463,icy box ib-2207sts 1x 2.5 sata mobile rack,29
2464,"intel sc2kb019tz01 internal solid state drive 2.5"" 1920 gb sata iii ssd",369
2465,"intel sc2kb480gz01 internal solid state drive 2.5"" 480 gb sata iii ssd",132
2466,"intel sc2kg019tz01 internal solid state drive 2.5"" 1920 gb sata iii ssd",439
2467,"fujitsu s26361-f5775-l960 internal solid state drive 3.5"" 960 gb sata iii ssd",859
2468,fantec mr-25 d 1880,32
2469,kingston technology ironkey vault privacy 80 1920 gb blauw externe ssd,529
2470,v7 v7512gbnv3e internal solid state drive 512 gb sata iii 3d tlc nvme m.2 ssd,76
2471,lacie 2big dock disk array 40 tb desktop zwart,2240
2472,"silicon power a66 externe harde schijf 5000 gb zwart, blauw",167
2473,mushkin element m.2 1000 gb pci express 3.0 3d nand nvme ssd,81
2474,"hewlett packard enterprise msa 2060 disk array rack (2u) zilver, zwart",12582
2475,"seagate game drive darth vader© special edition firecuda externe harde schijf 2000 gb zwart, rood",91
2476,lacie rugged mini externe harde schijf 5000 gb oranje,190
2477,lacie stks2000400 2000 gb zilver externe ssd,309
2478,"mushkin element 2.5"" 128 gb sata iii 3d nand ssd",22
2479,"mushkin element 2.5"" 256 gb sata iii 3d nand ssd",28
2480,icy dock mb153sp-b opslagbehuizing,144
2481,"icy dock mb994ipo-3sb 2x2,5"" sata + slim odd behuizing backplane voor externe 5,25""",178
2482,silverstone sdp09,23
2483,"icy dock mobile rack 3,5"" sata 5,25 mountable",86
2484,"icy dock mb991ik-b 2,5"" sata mobile rack voor 3,5"" extern met slot",72
2485,"icy dock mb994sp-4s 4x2,5""sata behuizing backplane voor 5,25"" extern",190
2486,"icy box-553ssk dual channel sata backplane 3x3,5""",153
2487,"digitus 19"" 2u wall mounting patch-bracket",76
2488,"digitus 19"" 4u wall mounting patch-bracket",85
2489,akasa flexstor disklink,28
2490,akasa ak-ien-01 drive bay panel,69
2491,akasa ak-ien-02 drive bay panel,97
2492,silverstone sst-fs303b disk array,93
2493,raidsonic carrier sr6600/2900/i302/sr3610,25
2494,"wd hdd 3.5"" 8tb s-ata3 128mb wd8002fryz gold",439
2495,dell 400-21306 interne harde schijf,360
2496,"startech.com 1-bay backplane voor 2,5 inch sas- of sata-schijf",42
2497,"startech.com dubbele 2.5"" ssd/hdd montagebeugel voor 3.5"" schijfstation toolfree installatie",11
2498,"startech.com usb 3.1 gen 2 (10 gbps) gereedschapsloze behuizing voor 2,5 inch sata-schijven",37
2499,fantec alu-25b31 zilver 2.5 usb 3.1 aluminium,23
2500,"hewlett packard enterprise 8tb 3.5"" sata iii 8000gb sata iii",499
2501,lian li bz-516,11
2502,akasa ak-hda-08bk montagekit mounting bracket,8
2503,"delock 42597 ssd enclosure m.2"" zwart storage drive enclosure",61
2504,toshiba mg04aca400e hdd 4000gb sata iii interne harde schijf,194
2505,"akasa ak-ien-08 2.5"""" carrier panel drive bay panel",31
2506,"western digital ultrastar he10 3.5"" 10000 gb sata iii",463
2507,promise technology 6tb pegasus3 symply edition r8 6000gb sata interne harde schijf,219
2508,"delock 42598 ssd enclosure m.2"" zwart behuizing voor opslagstations",51
2509,"seagate enterprise st10000nm017b interne harde schijf 3.5"" 10000 gb sata iii",289
2510,"seagate enterprise st10000nm018b interne harde schijf 3.5"" 10000 gb sas",299
2511,"seagate enterprise st6000nm019b interne harde schijf 3.5"" 6000 gb sata iii",185
2512,"dell g7x69 interne harde schijf 3.5"" 1000 gb sata ii",433
2513,"seagate enterprise st6000nm000b interne harde schijf 3.5"" 6000 gb sata iii",229
2514,"western digital ultrastar he8 3.5"" 6000 gb sata iii",2130
2515,"seagate enterprise st12000nm004j interne harde schijf 3.5"" 12000 gb sas",349
2516,"seagate st10000nm013g interne harde schijf 3.5"" 10000 gb",329
2517,"hgst ultrastar 7k6 3.5"" 4000 gb sata iii",173
2518,"toshiba x300 3.5"" 12000 gb sata iii",359
2519,"dell 400-bllg interne harde schijf 3.5"" 2000 gb sata iii",229
2520,"dell krm6x 3.5"" 4000 gb sas",369
2521,"hewlett packard enterprise p28028-b21 interne harde schijf 2.5"" 300 gb sas",239
2522,act ac1540 computerbehuizing onderdelen universeel hdd-bevestigingsbeugels,11
2523,"seagate st4000nm005a interne harde schijf 3.5"" 4000 gb sas",177
2524,"western digital purple pro 3.5"" 22000 gb sata iii",659
2525,"arctic hc01-tc 3.5"" zwart",13
2526,delock 18216 computerbehuizing onderdelen,6
2527,"hewlett packard enterprise p40430-b21 interne harde schijf 2.5"" 300 gb sas",177
2528,"icy dock mb996sk-6sb 6x2,5"" sata behuizing backplane voor externe 5,25""",249
